SCHL	fod1p	_TYPE_	_FREQ_	p50adj_wagp	p25adj_wagp	p75adj_wagp	mean_grad_degree	mean_grad_degree_all	mean_employed	pct_ts	stabbr	pct_tsg	pct_ts_all	pct_tsg_all	gths_mean	gthsftfy_mean	gmajor
		10	112	62063.47852	40732.55875	88070.39729	0.298591359	0.24360366	0.987155963	0.032535982	AK	1	0.031344169	1	0.80746369	0.76872545	"Industrial arts, consumer <br> services, and recreation"
		10	88	68084.72911	47419.48906	82412.16001	0.106862072	0.132021745	0.970295671	0.028867256	AK	1	0.02503386	1	0.892764691	0.867567361	Law and public policy
		10	162	70602.35038	51618.28288	112527.8567	0.458147942	0.450359295	0.970787794	0.047541403	AK	1	0.050276714	1	0.763638707	0.874119392	Physical sciences
		10	205	61118.45256	43152.88449	83621.61827	0.469731086	0.465168701	0.973652064	0.068500516	AK	1	0.067559993	1	0.812234719	0.874420999	Psychology and social work
		10	248	61046.04445	44767.09926	87751.0809	0.382895242	0.38203545	0.97927747	0.080306543	AK	1	0.077142913	1	0.830414147	0.872852988	Social sciences
		10	435	60074.76098	38530.79882	86481.8963	0.318798401	0.324142169	0.961932035	0.010685085	AZ	1	0.010492669	1	0.774823313	0.804347826	Agriculture and natural resources
		10	4189	91309.57336	61046.04445	123735.3921	0.36719467	0.368541129	0.959194018	0.108727784	AZ	1	0.100716077	1	0.875960654	0.916283038	Architecture and engineering
		10	1157	45056.07073	30970.96973	64098.34667	0.233730335	0.242772901	0.944806856	0.030424126	AZ	1	0.033571166	1	0.638104019	0.695004889	Arts
		10	1811	71810.71863	45784.53334	124840.1724	0.608738582	0.585311848	0.971329993	0.0446408	AZ	1	0.046887601	1	0.786013249	0.874161033	Biology and life sciences
		10	9298	66286.8172	45056.07073	101743.4074	0.245429503	0.242867862	0.959299856	0.245800221	AZ	1	0.232325501	1	0.828300398	0.871891853	Business
		10	1591	54797.10222	38047.34862	81394.72593	0.208897977	0.203584852	0.951107405	0.04258296	AZ	1	0.042835409	1	0.757907097	0.807879396	Communications and journalism
		10	2328	79032.48176	54795.85402	105376.6424	0.277472782	0.289291345	0.964367702	0.064230033	AZ	1	0.059438179	1	0.877359651	0.915823952	"Computers, statistics, and mathematics"
		10	3912	45056.07073	36881.82482	61046.04445	0.461962267	0.448768827	0.967645521	0.10154941	AZ	1	0.117698229	1	0.770996061	0.807653082	Education
		10	2867	72265.59603	52906.57186	96877.43702	0.350103044	0.338487291	0.974531872	0.077153053	AZ	1	0.077432949	1	0.844509648	0.908823901	Health
		10	2809	52688.32118	36545.47959	82193.78103	0.428038504	0.432221696	0.957899578	0.070820259	AZ	1	0.07492752	1	0.722733336	0.790287785	Humanities and liberal arts
		10	1035	54715.37985	37546.72561	80099.6813	0.257649611	0.250651903	0.963700086	0.027793822	AZ	1	0.028768376	1	0.76683179	0.798381055	"Industrial arts, consumer <br> services, and recreation"
		10	1062	55958.87408	40697.36297	86718.71524	0.252748271	0.246861009	0.962836096	0.029173738	AZ	1	0.027510502	1	0.817989327	0.862688393	Law and public policy
		10	1110	75125.05949	46057.31675	112289.7566	0.518335761	0.513852356	0.973139113	0.029702124	AZ	1	0.028683257	1	0.813770674	0.863583394	Physical sciences
		10	2094	51741.35841	36958.63684	76091.31114	0.485064156	0.476046176	0.960165908	0.055889966	AZ	1	0.056958758	1	0.759544736	0.798029843	Psychology and social work
		10	2393	60074.76098	40086.90252	97220.66522	0.377411754	0.377135856	0.949617971	0.060826619	AZ	1	0.061753809	1	0.749826834	0.815004001	Social sciences
		10	515	56903.38687	38667.31003	84653.98392	0.305902586	0.306733036	0.975903054	0.034913606	AR	1	0.032818261	1	0.787494542	0.804360718	Agriculture and natural resources
		10	794	77334.62006	55239.01433	106830.5778	0.305680921	0.300969656	0.974466347	0.0585687	AR	1	0.054857022	1	0.882178383	0.898400952	Architecture and engineering
		10	273	41294.62631	29349.50572	65221.12383	0.193573465	0.208467352	0.964474529	0.021306493	AR	1	0.021919537	1	0.648884705	0.667044571	Arts
		10	627	59447.51817	39229.89499	107484.1752	0.597774315	0.587858962	0.980831135	0.046947164	AR	1	0.047485166	1	0.782419758	0.81588851	Biology and life sciences
		10	3284	59786.03018	40043.12409	89534.19853	0.207107189	0.202801411	0.975113677	0.245738287	AR	1	0.23431854	1	0.798382559	0.81133342	Business
		10	475	47819.40149	33143.4086	72265.59603	0.203965104	0.20488448	0.96263596	0.036865367	AR	1	0.037387769	1	0.701304674	0.722255504	Communications and journalism
		10	643	65080.99106	44191.21147	86408.84673	0.23251933	0.254205338	0.97700488	0.04962773	AR	1	0.047739664	1	0.85332645	0.887926239	"Computers, statistics, and mathematics"
		10	2373	47394.01665	38530.79882	59447.51817	0.439378501	0.425920307	0.980902109	0.165948675	AR	1	0.177568829	1	0.816506772	0.832107165	Education
		10	1244	61941.93946	45784.53334	82565.99746	0.362369414	0.353753048	0.982669488	0.095527238	AR	1	0.097554866	1	0.835271306	0.890661349	Health
		10	984	44567.76795	31612.99271	66071.40209	0.415016921	0.414675001	0.966206736	0.071989471	AR	1	0.075282814	1	0.682067017	0.692164626	Humanities and liberal arts
		10	297	47419.48906	33035.70104	68254.5579	0.23672995	0.221924521	0.96310014	0.024938093	AR	1	0.025030265	1	0.749083997	0.732827808	"Industrial arts, consumer <br> services, and recreation"
		10	256	46236.95858	33041.11854	68168.08297	0.221162607	0.213169076	0.955594433	0.022724073	AR	1	0.021449518	1	0.736084017	0.731610278	Law and public policy
		10	405	64077.25662	40732.55875	99079.19696	0.401361755	0.392038711	0.970632462	0.031016986	AR	1	0.031391006	1	0.804656259	0.824596146	Physical sciences
		10	639	45311.95621	30714.55106	61941.93946	0.453323301	0.45118563	0.940232647	0.048615961	AR	1	0.050544879	1	0.675032036	0.6848755	Psychology and social work
		10	584	49715.1129	33697.58065	82193.78103	0.394042411	0.386662388	0.955427912	0.045272156	AR	1	0.044651865	1	0.74029525	0.717395613	Social sciences
		10	3198	73917.27367	49527.02191	108268.4681	0.28368537	0.287189384	0.955056861	0.010981056	CA	1	0.010528225	1	0.809122085	0.867524788	Agriculture and natural resources
		10	32433	101743.4074	68084.72911	141312.435	0.434419618	0.429967728	0.952490337	0.124187245	CA	1	0.112810914	1	0.887909862	0.925248507	Architecture and engineering
		10	10946	57245.75824	37746.80415	88109.64943	0.20184587	0.211245619	0.917998789	0.044772066	CA	1	0.050817918	1	0.695935524	0.783985941	Arts
		10	15651	83103.41935	52842.23838	132142.8042	0.597645274	0.581863567	0.960625883	0.058964784	CA	1	0.058697015	1	0.833214923	0.895600293	Biology and life sciences
		10	51131	76091.31114	49553.55157	112527.8567	0.220227549	0.218669925	0.944447238	0.206929529	CA	1	0.194963022	1	0.828242967	0.879269744	Business
		10	10736	66071.40209	43480.74922	100725.9733	0.195457229	0.197267802	0.930925437	0.043343641	CA	1	0.044963483	1	0.77718059	0.84526637	Communications and journalism
		10	19112	99430.2258	65221.12383	134207.5355	0.386030493	0.385490494	0.947952775	0.076011773	CA	1	0.071315847	1	0.871705337	0.922475859	"Computers, statistics, and mathematics"
		10	10686	61867.69605	41294.62631	82589.25261	0.439746406	0.436112487	0.954933014	0.042094106	CA	1	0.049004169	1	0.74705009	0.815707337	Education
		10	15637	84301.31388	55958.87408	110478.0287	0.316450031	0.310926993	0.968440086	0.06249887	CA	1	0.063332297	1	0.842120936	0.897434375	Health
		10	26665	65221.12383	43480.74922	96877.43702	0.414081078	0.410350071	0.940248485	0.1013358	CA	1	0.112109219	1	0.747609283	0.838707426	Humanities and liberal arts
		10	6144	61046.04445	39772.09032	88070.39729	0.266803735	0.269687833	0.950226869	0.023979909	CA	1	0.025874875	1	0.731036307	0.809980988	"Industrial arts, consumer <br> services, and recreation"
		10	4835	72089.71317	47419.48906	102179.7607	0.235234179	0.238188126	0.94163003	0.020282092	CA	1	0.019008398	1	0.815285748	0.865034527	Law and public policy
		10	8659	93574.79713	56780.11117	138371.0341	0.562595864	0.552953701	0.954630834	0.03382496	CA	1	0.032256958	1	0.850036257	0.900960721	Physical sciences
		10	14192	65080.99106	43359.35762	92912.90919	0.471426069	0.467307145	0.947028182	0.056426802	CA	1	0.059611266	1	0.760894812	0.844405857	Psychology and social work
		10	24349	77334.62006	50062.30081	120149.522	0.407321067	0.403783815	0.94328958	0.094367368	CA	1	0.094706395	1	0.804462199	0.880150859	Social sciences
		10	925	55958.87408	38530.79882	86481.8963	0.287058	0.282875433	0.97649308	0.017103977	CO	1	0.016549072	1	0.766624946	0.787214349	Agriculture and natural resources
		10	5088	94838.97812	65080.99106	128559.5037	0.404954307	0.404129337	0.963531512	0.104361879	CO	1	0.096571849	1	0.884224554	0.925722298	Architecture and engineering
		10	1588	45784.53334	30933.84803	64079.74504	0.213385057	0.220253387	0.939004419	0.0350192	CO	1	0.038661304	1	0.624899546	0.69458733	Arts
		10	2861	66286.8172	44191.21147	106430.4088	0.539804096	0.52922771	0.974020798	0.057660057	CO	1	0.05941581	1	0.779671333	0.856318641	Biology and life sciences
		10	10322	70087.22114	45784.53334	105376.6424	0.227375111	0.221855658	0.959571346	0.225860895	CO	1	0.21552588	1	0.823040269	0.864408851	Business
		10	2230	55849.62045	39631.67878	85105.91138	0.215993338	0.21674274	0.96184009	0.047267469	CO	1	0.048280831	1	0.748306807	0.823369934	Communications and journalism
		10	3111	87751.0809	59786.03018	119316.271	0.30577145	0.309751831	0.954710812	0.067493416	CO	1	0.062987628	1	0.874397906	0.918664655	"Computers, statistics, and mathematics"
		10	3438	48989.1585	36044.85659	68494.81753	0.485196703	0.470074186	0.97038259	0.067692804	CO	1	0.075614287	1	0.717274254	0.778933429	Education
		10	2751	65333.51826	46456.45459	88070.39729	0.367915264	0.355507761	0.980973661	0.059038447	CO	1	0.061099172	1	0.806985223	0.864648522	Health
		10	4120	52906.57186	36457.74946	82589.25261	0.387145587	0.383832513	0.959871615	0.086100936	CO	1	0.091434666	1	0.711070467	0.779986135	Humanities and liberal arts
		10	1626	52906.57186	36627.62667	80377.29186	0.237233497	0.238345216	0.975046897	0.035040165	CO	1	0.035220216	1	0.735614398	0.782700808	"Industrial arts, consumer <br> services, and recreation"
		10	777	60548.39814	43749.66519	85068.08207	0.252879033	0.25096168	0.964280043	0.017982613	CO	1	0.016153826	1	0.840855107	0.859391358	Law and public policy
		10	1802	80099.6813	50871.70371	117689.685	0.502138484	0.495221559	0.971931035	0.038015589	CO	1	0.036862661	1	0.827741213	0.879805961	Physical sciences
		10	2761	51741.35841	37645.06074	76091.31114	0.473976309	0.461048609	0.957229773	0.059942113	CO	1	0.063879648	1	0.718467193	0.795636486	Psychology and social work
		10	3886	65221.12383	42150.65694	101092.7419	0.379657	0.370926772	0.961393902	0.081420442	CO	1	0.081743152	1	0.778641111	0.843852721	Social sciences
		10	297	65080.99106	43204.42336	101125.8476	0.380459632	0.370279199	0.965830058	0.007831779	CT	1	0.007751033	1	0.820852497	0.859864437	Agriculture and natural resources
		10	3182	98074.73747	71656.1168	130442.2477	0.466713701	0.455646509	0.965247596	0.096169455	CT	1	0.086395875	1	0.91267911	0.94548311	Architecture and engineering
		10	1093	57448.5749	39772.09032	83700.44225	0.301342763	0.306451938	0.942395693	0.032867211	CT	1	0.037397718	1	0.715963024	0.827419124	Arts
		10	1783	81753.74121	53066.03886	138097.5358	0.673601762	0.659833994	0.967892989	0.052494874	CT	1	0.051660833	1	0.853044087	0.918310685	Biology and life sciences
		10	7569	86172.86236	56144.87828	131720.8029	0.295961618	0.288065011	0.956801521	0.231440007	CT	1	0.219501302	1	0.871559612	0.922478811	Business
		10	1254	67150.6489	44567.76795	99430.2258	0.232357425	0.239590787	0.945622244	0.038323667	CT	1	0.038945213	1	0.7971533	0.86671967	Communications and journalism
		10	1850	93906.32436	65221.12383	130442.2477	0.401738554	0.406212301	0.959545748	0.055900801	CT	1	0.053691858	1	0.88036434	0.944348295	"Computers, statistics, and mathematics"
		10	2600	66133.21482	47337.83855	86172.86236	0.605749132	0.602812898	0.969692034	0.078141255	CT	1	0.089911381	1	0.796189157	0.872129856	Education
		10	2290	80524.52129	60074.76098	104353.7981	0.390618941	0.377886996	0.975891951	0.069659577	CT	1	0.073198733	1	0.854125653	0.9279105	Health
		10	3525	70656.21748	45784.53334	110900.3141	0.494505021	0.48137988	0.952909018	0.102037085	CT	1	0.107533093	1	0.774765541	0.855862235	Humanities and liberal arts
		10	548	62077.25301	42732.23112	88382.42293	0.309730741	0.327908293	0.969994286	0.016950478	CT	1	0.017739457	1	0.777228984	0.838815485	"Industrial arts, consumer <br> services, and recreation"
		10	628	71810.71863	51618.28288	99708.53927	0.271442655	0.273223762	0.945560313	0.021028607	CT	1	0.019444865	1	0.876583218	0.914901563	Law and public policy
		10	1050	88382.42293	56069.77691	132573.6344	0.62010186	0.611267443	0.965829858	0.031639657	CT	1	0.030422943	1	0.882902435	0.91830393	Physical sciences
		10	2223	64279.75184	44054.82472	89815.81221	0.521661369	0.521471736	0.953355495	0.069373106	CT	1	0.072702651	1	0.789201975	0.867785958	Psychology and social work
		10	3329	87751.0809	51741.35841	162930.235	0.449296907	0.448200751	0.955417456	0.096142441	CT	1	0.093703045	1	0.833883919	0.889723467	Social sciences
		10	136	57245.75824	39567.48179	79032.48176	0.289857164	0.302776323	0.992968649	0.020794768	DE	1	0.018881431	1	0.885869565	0.828379743	Agriculture and natural resources
		10	578	88382.42293	60074.76098	119572.0604	0.401618112	0.417926734	0.975186175	0.089185581	DE	1	0.087242547	1	0.859958903	0.901803135	Architecture and engineering
		10	148	49539.59848	29723.75909	64006.67077	0.239277959	0.214581023	0.945503957	0.022105879	DE	1	0.024521628	1	0.629525058	0.683564061	Arts
		10	343	70656.21748	48915.84287	108268.4681	0.583093906	0.576882291	0.981201492	0.049601716	DE	1	0.048966603	1	0.834015048	0.853530924	Biology and life sciences
		10	1511	64079.74504	45056.07073	96946.51096	0.271699407	0.271723453	0.967450674	0.24505633	DE	1	0.234011303	1	0.839816777	0.869065911	Business
		10	216	57812.47683	40697.36297	82565.99746	0.257861939	0.245809611	0.951437332	0.03105414	DE	1	0.031053228	1	0.774296293	0.83937974	Communications and journalism
		10	357	79263.35756	54350.93653	103236.5658	0.349517693	0.360468662	0.945862722	0.060495642	DE	1	0.0567704	1	0.867350494	0.91204404	"Computers, statistics, and mathematics"
		10	670	54350.93653	41294.62631	75960.71767	0.460963089	0.460768251	0.968235511	0.095264097	DE	1	0.108659718	1	0.793680594	0.82840451	Education
		10	553	75093.45122	52688.32118	99430.2258	0.399314309	0.379435123	0.985912438	0.089260587	DE	1	0.091224808	1	0.859458434	0.928842728	Health
		10	489	60548.39814	38667.31003	92473.91716	0.410317546	0.412217171	0.942727895	0.069208383	DE	1	0.071526154	1	0.776934645	0.815801452	Humanities and liberal arts
		10	128	54350.93653	39772.09032	82565.99746	0.302150609	0.321896912	0.970125084	0.022530415	DE	1	0.023098597	1	0.779211048	0.840601904	"Industrial arts, consumer <br> services, and recreation"
		10	228	63225.98541	44555.44772	89135.5359	0.287295496	0.292250233	0.965494404	0.037135657	DE	1	0.037075455	1	0.818127251	0.85833165	Law and public policy
		10	253	78097.18927	46236.95858	111917.7482	0.567538165	0.575452173	0.968879547	0.042746133	DE	1	0.041218441	1	0.853564894	0.855483418	Physical sciences
		10	360	50580.78833	36044.85659	80086.24819	0.522392306	0.512765859	0.952325294	0.052723482	DE	1	0.053363039	1	0.77809184	0.782222728	Psychology and social work
		10	488	61046.04445	44054.82472	100005.7232	0.43116942	0.424055065	0.961678802	0.072837191	DE	1	0.072386649	1	0.795607098	0.839663056	Social sciences
		10	63	91569.06668	63225.98541	115223.9854	0.596088889	0.611322292	1	0.005529783	DC	1	0.006053538	1	0.815367907	0.950044444	Agriculture and natural resources
		10	603	95011.10465	66387.28468	132142.8042	0.575403056	0.582633259	0.965510606	0.058232298	DC	1	0.055858397	1	0.90273507	0.94832447	Architecture and engineering
		10	329	64951.918	45056.07073	89570.146	0.408333597	0.405639248	0.948083616	0.031095566	DC	1	0.03485921	1	0.789541929	0.871107458	Arts
		10	500	77061.59763	53742.0876	112289.7566	0.750812839	0.7568415	0.976935864	0.047167817	DC	1	0.047178316	1	0.86740293	0.918966236	Biology and life sciences
		10	1323	81394.72593	54941.44001	120149.522	0.395544673	0.403498721	0.951604359	0.131684524	DC	1	0.126230986	1	0.897486312	0.932602723	Business
		10	702	74330.32735	51618.28288	103269.1095	0.355939787	0.377421884	0.962723971	0.068114143	DC	1	0.066042411	1	0.868082777	0.916521137	Communications and journalism
		10	454	92396.59209	66052.79797	125155.752	0.488485415	0.485107821	0.97778961	0.044182226	DC	1	0.043789124	1	0.893192951	0.932692522	"Computers, statistics, and mathematics"
		10	311	71810.71863	53263.91779	96877.43702	0.601195805	0.589288408	0.962019137	0.030746575	DC	1	0.032683848	1	0.852275585	0.906893465	Education
		10	246	75362.69301	53943.11834	103236.5658	0.540708694	0.526612765	0.988665911	0.023859169	DC	1	0.023886247	1	0.880922071	0.959538525	Health
		10	2019	80377.29186	54350.93653	123290.6716	0.604756144	0.605582483	0.958406	0.187720638	DC	1	0.193969637	1	0.864933227	0.933653831	Humanities and liberal arts
		10	105	70656.21748	51618.28288	100124.6016	0.406163269	0.376437003	0.963668349	0.010272124	DC	1	0.010651631	1	0.895455598	0.916451335	"Industrial arts, consumer <br> services, and recreation"
		10	189	76094.69724	53683.0142	115592.3965	0.537269921	0.526274394	0.971136385	0.01719787	DC	1	0.016718318	1	0.88364548	0.888761861	Law and public policy
		10	246	91696.76379	60909.5738	131720.8029	0.719949654	0.694378207	0.978899691	0.023431532	DC	1	0.02274638	1	0.899956644	0.956114957	Physical sciences
		10	511	76307.55556	52688.32118	108701.8731	0.685184794	0.658592192	0.953203074	0.046575025	DC	1	0.049024128	1	0.848658073	0.927074319	Psychology and social work
		10	2822	87462.61315	59786.03018	131720.8029	0.627477484	0.624563334	0.972332289	0.27419071	DC	1	0.27030783	1	0.893479431	0.94730596	Social sciences
		10	1242	55239.01433	36132.79802	86172.86236	0.357205596	0.355418402	0.959483012	0.009486469	FL	1	0.009333991	1	0.737803862	0.777198384	Agriculture and natural resources
		10	10716	75093.45122	44191.21147	109788.8918	0.365117863	0.367002882	0.944813855	0.09026236	FL	1	0.085293737	1	0.807183246	0.840238768	Architecture and engineering
		10	3197	44035.19865	30037.38049	65080.99106	0.193669064	0.20121664	0.933716977	0.027477949	FL	1	0.030013818	1	0.62880465	0.659424106	Arts
		10	5607	65221.12383	41306.71176	113560.2223	0.606967254	0.588070678	0.963751035	0.044470778	FL	1	0.044252803	1	0.790280072	0.832325173	Biology and life sciences
		10	31463	59786.03018	38989.35767	92912.90919	0.24564868	0.24131652	0.946414784	0.273547531	FL	1	0.26248894	1	0.7832391	0.806875925	Business
		10	5062	51634.55475	37165.16367	80086.24819	0.226408195	0.218882339	0.942227976	0.041973453	FL	1	0.042913529	1	0.741462378	0.788444822	Communications and journalism
		10	6120	70087.22114	44035.19865	101280.9569	0.293685533	0.296450965	0.949681643	0.052558735	FL	1	0.051337447	1	0.812647154	0.848121714	"Computers, statistics, and mathematics"
		10	11748	45056.07073	36044.85659	59786.03018	0.379557365	0.373872304	0.959621542	0.100030637	FL	1	0.110350184	1	0.751402173	0.773334947	Education
		10	10130	64006.67077	43480.74922	90112.14146	0.364599628	0.362225857	0.966385167	0.089207577	FL	1	0.088732576	1	0.807476825	0.851069373	Health
		10	8219	50062.30081	34897.98874	80099.6813	0.393821757	0.386136497	0.943541688	0.066470188	FL	1	0.069411108	1	0.707330337	0.757656168	Humanities and liberal arts
		10	2800	53066.03886	36017.16623	82589.25261	0.234981869	0.24086979	0.959183674	0.02372718	FL	1	0.024100571	1	0.735311888	0.769834728	"Industrial arts, consumer <br> services, and recreation"
		10	3341	50640.47844	35828.0584	77061.59763	0.258011295	0.259794927	0.944531055	0.029398415	FL	1	0.028546745	1	0.75074098	0.773395429	Law and public policy
		10	3251	65182.03691	40732.55875	109882.88	0.465912152	0.462541387	0.952204032	0.028325038	FL	1	0.027476005	1	0.783110244	0.822387713	Physical sciences
		10	6505	47488.82025	34784.59938	70656.21748	0.473414449	0.465854275	0.939968427	0.053732538	FL	1	0.056810962	1	0.711790344	0.755036515	Psychology and social work
		10	8591	56976.30815	38713.71216	96946.51096	0.412580079	0.404520776	0.943597606	0.069331153	FL	1	0.068937587	1	0.762982749	0.810128632	Social sciences
		10	893	59786.03018	39772.09032	93574.79713	0.33272232	0.33893285	0.981104379	0.011386643	GA	1	0.010725136	1	0.79341099	0.816059472	Agriculture and natural resources
		10	6293	88070.39729	60074.76098	122092.0889	0.372233207	0.368010952	0.965247705	0.090604389	GA	1	0.085719654	1	0.872858259	0.91121147	Architecture and engineering
		10	2008	47419.48906	31375.76014	71220.38519	0.222947943	0.22470454	0.947477045	0.029071321	GA	1	0.032103933	1	0.655276556	0.695298828	Arts
		10	3244	70087.22114	45311.95621	116001.9301	0.605624241	0.58401236	0.960700287	0.044409619	GA	1	0.044803672	1	0.805887426	0.864312571	Biology and life sciences
		10	18020	66286.8172	43480.74922	104322.8759	0.252417696	0.247954224	0.952379365	0.274520172	GA	1	0.26305871	1	0.821707372	0.847507751	Business
		10	2804	59011.1763	40049.84065	90272.15723	0.201144012	0.205229524	0.944069042	0.040467821	GA	1	0.042475491	1	0.746334589	0.822481223	Communications and journalism
		10	4214	77334.62006	52064.79285	107366.0284	0.319366863	0.320280419	0.956177137	0.065053508	GA	1	0.062203392	1	0.861679119	0.904378884	"Computers, statistics, and mathematics"
		10	7691	51618.28288	40049.84065	65221.12383	0.569146626	0.557171766	0.971637107	0.109106561	GA	1	0.116209197	1	0.796028005	0.837281349	Education
		10	4597	65221.12383	46456.45459	87751.0809	0.353002077	0.347044663	0.970985254	0.068321164	GA	1	0.070065536	1	0.815687926	0.876028149	Health
		10	5091	55068.53089	36881.82482	83247.54746	0.450895545	0.440983214	0.945515966	0.070777848	GA	1	0.074772628	1	0.733560125	0.791374671	Humanities and liberal arts
		10	1682	55239.01433	36881.82482	82589.25261	0.257425161	0.253656861	0.962138404	0.024674394	GA	1	0.024844754	1	0.748289648	0.778443536	"Industrial arts, consumer <br> services, and recreation"
		10	1658	52688.32118	36881.82482	77334.62006	0.292361726	0.296189053	0.954839258	0.026371273	GA	1	0.025625516	1	0.783614641	0.794365144	Law and public policy
		10	1887	72830.25494	45784.53334	114897.1498	0.503900148	0.499458889	0.961086193	0.027371398	GA	1	0.026505133	1	0.825802499	0.86101388	Physical sciences
		10	3516	49854.26963	34248.18889	71557.1978	0.455948283	0.44399895	0.943356102	0.052375834	GA	1	0.055548602	1	0.705088948	0.749216822	Psychology and social work
		10	4626	64951.918	41306.71176	105376.6424	0.430051504	0.424421031	0.94309403	0.065488055	GA	1	0.065338648	1	0.778906752	0.822049485	Social sciences
		10	168	56780.11117	41294.62631	79032.48176	0.246726227	0.246431293	0.970529817	0.016541825	HI	1	0.0161606	1	0.807010414	0.895545221	Agriculture and natural resources
		10	859	80364.23753	55747.74551	108268.4681	0.300539364	0.292039429	0.976386897	0.082762774	HI	1	0.075706477	1	0.880087186	0.913640644	Architecture and engineering
		10	277	47179.11055	34347.45495	63851.03804	0.196259369	0.197777109	0.974969195	0.028629849	HI	1	0.032721828	1	0.638466556	0.750636402	Arts
		10	557	68494.81753	46400.77204	105440.8169	0.548594745	0.51302667	0.97777069	0.057553243	HI	1	0.058609983	1	0.782244509	0.838668261	Biology and life sciences
